id,name
http://purl.bioontology.org/ontology/OMIM/619486,AICARDI-GOUTIERES SYNDROME 8
http://purl.bioontology.org/ontology/OMIM/619661,"LEUKOENCEPHALOPATHY, HEREDITARY DIFFUSE, WITH SPHEROIDS 2"
http://purl.bioontology.org/ontology/OMIM/619685,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND NEONATAL CHOLESTASIS"
http://purl.bioontology.org/ontology/OMIM/615182,COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA
http://purl.bioontology.org/ontology/OMIM/619833,NEURODEVELOPMENTAL DISORDER WITH NEUROMUSCULAR AND SKELETAL ABNORMALITIES
http://purl.bioontology.org/ontology/OMIM/620423,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 7
http://purl.bioontology.org/ontology/OMIM/613068,NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/124000,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1"
http://purl.bioontology.org/ontology/OMIM/619333,NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR ATROPHY AND MOTOR DYSFUNCTION
http://purl.bioontology.org/ontology/OMIM/254090,ULLRICH CONGENITAL MUSCULAR DYSTROPHY 1
http://purl.bioontology.org/ontology/OMIM/602771,CONGENITAL MYOPATHY 3 WITH RIGID SPINE
http://purl.bioontology.org/ontology/OMIM/255200,"MYOPATHY, CENTRONUCLEAR, 2"
http://purl.bioontology.org/ontology/OMIM/610006,2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/616716,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5"
http://purl.bioontology.org/ontology/OMIM/617519,"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS"
http://purl.bioontology.org/ontology/OMIM/608358,"CONGENITAL MYOPATHY 7A, MYOSIN STORAGE, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/230600,"GM1-GANGLIOSIDOSIS, TYPE II"
http://purl.bioontology.org/ontology/OMIM/238970,HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME
http://purl.bioontology.org/ontology/OMIM/271980,SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/600669,"EPILEPSY, IDIOPATHIC GENERALIZED"
http://purl.bioontology.org/ontology/OMIM/607208,DRAVET SYNDROME
http://purl.bioontology.org/ontology/OMIM/159950,SPINAL MUSCULAR ATROPHY WITH PROGRESSIVE MYOCLONIC EPILEPSY
http://purl.bioontology.org/ontology/OMIM/610951,"CEROID LIPOFUSCINOSIS, NEURONAL, 7"
http://purl.bioontology.org/ontology/OMIM/300848,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 89"
http://purl.bioontology.org/ontology/OMIM/266100,"EPILEPSY, EARLY-ONSET, 4, VITAMIN B6-DEPENDENT"
http://purl.bioontology.org/ontology/OMIM/605013,MICROHYDRANENCEPHALY
http://purl.bioontology.org/ontology/OMIM/604403,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2"
http://purl.bioontology.org/ontology/OMIM/611726,"EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS"
http://purl.bioontology.org/ontology/OMIM/613328,ROIFMAN-CHITAYAT SYNDROME
http://purl.bioontology.org/ontology/OMIM/607631,"EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1"
http://purl.bioontology.org/ontology/OMIM/613060,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10"
http://purl.bioontology.org/ontology/OMIM/300868,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2
http://purl.bioontology.org/ontology/OMIM/614231,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME 1"
http://purl.bioontology.org/ontology/OMIM/614457,"ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND IMPAIRED INTELLECTUAL DEVELOPMENT"
http://purl.bioontology.org/ontology/OMIM/614706,"CEROID LIPOFUSCINOSIS, NEURONAL, 11"
http://purl.bioontology.org/ontology/OMIM/300912,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 98"
http://purl.bioontology.org/ontology/OMIM/615369,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 94
http://purl.bioontology.org/ontology/OMIM/616187,"EPILEPSY, PROGRESSIVE MYOCLONIC 7"
http://purl.bioontology.org/ontology/OMIM/616756,SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES
http://purl.bioontology.org/ontology/OMIM/616685,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14"
http://purl.bioontology.org/ontology/OMIM/616341,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 30
http://purl.bioontology.org/ontology/OMIM/617188,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 57"
http://purl.bioontology.org/ontology/OMIM/617050,HERMANSKY-PUDLAK SYNDROME 10
http://purl.bioontology.org/ontology/OMIM/617350,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 52
http://purl.bioontology.org/ontology/OMIM/617771,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 57
http://purl.bioontology.org/ontology/OMIM/617831,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 55, WITH SEIZURES"
http://purl.bioontology.org/ontology/OMIM/617836,DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES
http://purl.bioontology.org/ontology/OMIM/617873,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35
http://purl.bioontology.org/ontology/OMIM/617924,"EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10"
http://purl.bioontology.org/ontology/OMIM/617976,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 63
http://purl.bioontology.org/ontology/OMIM/301020,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 12"
http://purl.bioontology.org/ontology/OMIM/618090,NEURODEVELOPMENTAL DISORDER WITH EPILEPSY AND HYPOPLASIA OF THE CORPUS CALLOSUM
http://purl.bioontology.org/ontology/OMIM/618095,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 63"
http://purl.bioontology.org/ontology/OMIM/618141,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 67
http://purl.bioontology.org/ontology/OMIM/300672,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 2
http://purl.bioontology.org/ontology/OMIM/618596,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16"
http://purl.bioontology.org/ontology/OMIM/618730,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CORTICAL MALFORMATIONS, AND SPASTICITY"
http://purl.bioontology.org/ontology/OMIM/618587,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES"
http://purl.bioontology.org/ontology/OMIM/618873,LISSENCEPHALY 10
http://purl.bioontology.org/ontology/OMIM/618910,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 86
http://purl.bioontology.org/ontology/OMIM/619000,INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEIZURES AND LANGUAGE DELAY
http://purl.bioontology.org/ontology/OMIM/619072,NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND BRAIN ATROPHY
http://purl.bioontology.org/ontology/OMIM/619092,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, IMPAIRED LANGUAGE, EPILEPSY, AND GAIT ABNORMALITIES"
http://purl.bioontology.org/ontology/OMIM/619124,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 89
http://purl.bioontology.org/ontology/OMIM/619157,NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT EARLY-ONSET GENERALIZED EPILEPSY
http://purl.bioontology.org/ontology/OMIM/619317,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 6B
http://purl.bioontology.org/ontology/OMIM/619340,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 96
http://purl.bioontology.org/ontology/OMIM/602477,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 17"
http://purl.bioontology.org/ontology/OMIM/619521,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 18"
http://purl.bioontology.org/ontology/OMIM/620469,"CRANIAL DYSINNERVATION DISORDER, CONGENITAL, WITH ABSENT CORNEAL REFLEX AND DEVELOPMENTAL DELAY"
http://purl.bioontology.org/ontology/OMIM/612918,"CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI"
http://purl.bioontology.org/ontology/OMIM/119580,BLEPHAROCHEILODONTIC SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/206500,ANENCEPHALY 1
http://purl.bioontology.org/ontology/OMIM/109400,BASAL CELL NEVUS SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/119600,CLEIDOCRANIAL DYSPLASIA 1
http://purl.bioontology.org/ontology/OMIM/123450,CRI-DU-CHAT SYNDROME
http://purl.bioontology.org/ontology/OMIM/131300,CAMURATI-ENGELMANN DISEASE
http://purl.bioontology.org/ontology/OMIM/188400,DIGEORGE SYNDROME
http://purl.bioontology.org/ontology/OMIM/310200,"MUSCULAR DYSTROPHY, DUCHENNE TYPE"
http://purl.bioontology.org/ontology/OMIM/223900,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE III"
http://purl.bioontology.org/ontology/OMIM/135100,FIBRODYSPLASIA OSSIFICANS PROGRESSIVA
http://purl.bioontology.org/ontology/OMIM/300624,FRAGILE X SYNDROME
http://purl.bioontology.org/ontology/OMIM/229300,FRIEDREICH ATAXIA
http://purl.bioontology.org/ontology/OMIM/230000,FUCOSIDOSIS
http://purl.bioontology.org/ontology/OMIM/234100,HALLERMANN-STREIFF SYNDROME
http://purl.bioontology.org/ontology/OMIM/158350,COWDEN SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/300337,HYPOMELANOSIS OF ITO
http://purl.bioontology.org/ontology/OMIM/150230,"TRICHORHINOPHALANGEAL SYNDROME, TYPE II"
http://purl.bioontology.org/ontology/OMIM/154700,MARFAN SYNDROME
http://purl.bioontology.org/ontology/OMIM/248800,MARINESCO-SJOGREN SYNDROME
http://purl.bioontology.org/ontology/OMIM/162300,"MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB"
http://purl.bioontology.org/ontology/OMIM/252100,MOHR SYNDROME
http://purl.bioontology.org/ontology/OMIM/161200,NAIL-PATELLA SYNDROME
http://purl.bioontology.org/ontology/OMIM/309000,LOWE OCULOCEREBRORENAL SYNDROME
http://purl.bioontology.org/ontology/OMIM/176270,PRADER-WILLI SYNDROME
http://purl.bioontology.org/ontology/OMIM/252600,MUCOLIPIDOSIS III ALPHA/BETA
http://purl.bioontology.org/ontology/OMIM/312750,RETT SYNDROME
http://purl.bioontology.org/ontology/OMIM/613091,SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY
http://purl.bioontology.org/ontology/OMIM/607015,HURLER-SCHEIE SYNDROME
http://purl.bioontology.org/ontology/OMIM/253000,"MUCOPOLYSACCHARIDOSIS, TYPE IVA"
http://purl.bioontology.org/ontology/OMIM/253010,"MUCOPOLYSACCHARIDOSIS, TYPE IVB"
http://purl.bioontology.org/ontology/OMIM/184400,SPRENGEL DEFORMITY
http://purl.bioontology.org/ontology/OMIM/105830,ANGELMAN SYNDROME
http://purl.bioontology.org/ontology/OMIM/305400,AARSKOG-SCOTT SYNDROME
http://purl.bioontology.org/ontology/OMIM/304050,AICARDI SYNDROME
http://purl.bioontology.org/ontology/OMIM/150250,LARSEN SYNDROME
http://purl.bioontology.org/ontology/OMIM/108120,"ARTHROGRYPOSIS, DISTAL, TYPE 1A"
http://purl.bioontology.org/ontology/OMIM/217100,"CONSTRICTING BANDS, CONGENITAL"
http://purl.bioontology.org/ontology/OMIM/265800,PYCNODYSOSTOSIS
http://purl.bioontology.org/ontology/OMIM/277590,WEAVER SYNDROME
http://purl.bioontology.org/ontology/OMIM/602535,MARSHALL-SMITH SYNDROME
http://purl.bioontology.org/ontology/OMIM/180870,RUVALCABA SYNDROME
http://purl.bioontology.org/ontology/OMIM/311300,"OTOPALATODIGITAL SYNDROME, TYPE I"
http://purl.bioontology.org/ontology/OMIM/303600,COFFIN-LOWRY SYNDROME
http://purl.bioontology.org/ontology/OMIM/265000,"MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT"
http://purl.bioontology.org/ontology/OMIM/134780,FEMORAL-FACIAL SYNDROME
http://purl.bioontology.org/ontology/OMIM/308050,CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS
http://purl.bioontology.org/ontology/OMIM/184252,"SPONDYLOMETAPHYSEAL DYSPLASIA, KOZLOWSKI TYPE"
http://purl.bioontology.org/ontology/OMIM/223800,DYGGVE-MELCHIOR-CLAUSEN DISEASE
http://purl.bioontology.org/ontology/OMIM/269300,CRANIOMETADIAPHYSEAL DYSPLASIA
http://purl.bioontology.org/ontology/OMIM/127300,LERI-WEILL DYSCHONDROSTEOSIS
http://purl.bioontology.org/ontology/OMIM/117650,CEREBROCOSTOMANDIBULAR SYNDROME
http://purl.bioontology.org/ontology/OMIM/278760,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F"
http://purl.bioontology.org/ontology/OMIM/208400,ASPARTYLGLUCOSAMINURIA
http://purl.bioontology.org/ontology/OMIM/230500,"GM1-GANGLIOSIDOSIS, TYPE I"
http://purl.bioontology.org/ontology/OMIM/230650,"GM1-GANGLIOSIDOSIS, TYPE III"
http://purl.bioontology.org/ontology/OMIM/229200,BRITTLE CORNEA SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/259420,"OSTEOGENESIS IMPERFECTA, TYPE III"
http://purl.bioontology.org/ontology/OMIM/166220,"OSTEOGENESIS IMPERFECTA, TYPE IV"
http://purl.bioontology.org/ontology/OMIM/203800,ALSTROM SYNDROME
http://purl.bioontology.org/ontology/OMIM/302960,"CHONDRODYSPLASIA PUNCTATA 2, X-LINKED DOMINANT"
http://purl.bioontology.org/ontology/OMIM/201470,"ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF"
http://purl.bioontology.org/ontology/OMIM/269921,SIALURIA
http://purl.bioontology.org/ontology/OMIM/616421,MYOCLONIC-ATONIC EPILEPSY
http://purl.bioontology.org/ontology/OMIM/278250,WRINKLY SKIN SYNDROME
http://purl.bioontology.org/ontology/OMIM/230740,GAPO SYNDROME
http://purl.bioontology.org/ontology/OMIM/253700,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 5"
http://purl.bioontology.org/ontology/OMIM/177170,PSEUDOACHONDROPLASIA
http://purl.bioontology.org/ontology/OMIM/264180,PSEUDODIASTROPHIC DYSPLASIA
http://purl.bioontology.org/ontology/OMIM/184255,"SPONDYLOMETAPHYSEAL DYSPLASIA, CORNER FRACTURE TYPE"
http://purl.bioontology.org/ontology/OMIM/113500,BRACHYOLMIA TYPE 3
http://purl.bioontology.org/ontology/OMIM/190350,"TRICHORHINOPHALANGEAL SYNDROME, TYPE I"
http://purl.bioontology.org/ontology/OMIM/601808,CHROMOSOME 18q DELETION SYNDROME
http://purl.bioontology.org/ontology/OMIM/255310,"CONGENITAL MYOPATHY 4A, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/184250,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, STRUDWICK TYPE"
http://purl.bioontology.org/ontology/OMIM/181405,SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY
http://purl.bioontology.org/ontology/OMIM/117000,"CONGENITAL MYOPATHY 1A, AUTOSOMAL DOMINANT, WITH SUSCEPTIBILITY TO MALIGNANT HYPERTHERMIA"
http://purl.bioontology.org/ontology/OMIM/158170,CHROMOSOME 9p DELETION SYNDROME
http://purl.bioontology.org/ontology/OMIM/182290,SMITH-MAGENIS SYNDROME
http://purl.bioontology.org/ontology/OMIM/203550,ALOPECIA-CONTRACTURES-DWARFISM MENTAL RETARDATION SYNDROME
http://purl.bioontology.org/ontology/OMIM/227280,FACIOCARDIORENAL SYNDROME
http://purl.bioontology.org/ontology/OMIM/601353,"BRACHYCEPHALY, DEAFNESS, CATARACT, MICROSTOMIA, AND IMPAIRED INTELLECTUAL DEVELOPMENT"
http://purl.bioontology.org/ontology/OMIM/147920,KABUKI SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/244300,KAPUR-TORIELLO SYNDROME
http://purl.bioontology.org/ontology/OMIM/226960,LOWRY-WOOD SYNDROME
http://purl.bioontology.org/ontology/OMIM/248700,MARDEN-WALKER SYNDROME
http://purl.bioontology.org/ontology/OMIM/601187,GURRIERI SYNDROME
http://purl.bioontology.org/ontology/OMIM/211750,C SYNDROME
http://purl.bioontology.org/ontology/OMIM/300004,"CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA"
http://purl.bioontology.org/ontology/OMIM/266270,RAMON SYNDROME
http://purl.bioontology.org/ontology/OMIM/309500,RENPENNING SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/314580,WIEACKER-WOLFF SYNDROME
http://purl.bioontology.org/ontology/OMIM/300431,ATKIN-FLAITZ SYNDROME
http://purl.bioontology.org/ontology/OMIM/300114,RAYNAUD-CLAES SYNDROME
http://purl.bioontology.org/ontology/OMIM/300844,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 19"
http://purl.bioontology.org/ontology/OMIM/115150,CARDIOFACIOCUTANEOUS SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/613161,BETA-UREIDOPROPIONASE DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/147750,IVIC SYNDROME
http://purl.bioontology.org/ontology/OMIM/170390,ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS
http://purl.bioontology.org/ontology/OMIM/607323,DUANE-RADIAL RAY SYNDROME
http://purl.bioontology.org/ontology/OMIM/601560,MULTIPLE EPIPHYSEAL DYSPLASIA WITH ROBIN PHENOTYPE
http://purl.bioontology.org/ontology/OMIM/601352,"MENTAL RETARDATION, MICROCEPHALY, EPILEPSY, AND COARSE FACE"
http://purl.bioontology.org/ontology/OMIM/601238,"CEREBELLAR ATAXIA, CAYMAN TYPE"
http://purl.bioontology.org/ontology/OMIM/609541,"SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY"
http://purl.bioontology.org/ontology/OMIM/609528,"CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME"
http://purl.bioontology.org/ontology/OMIM/609311,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H"
http://purl.bioontology.org/ontology/OMIM/609223,"SPONDYLOEPIPHYSEAL DYSPLASIA TARDA, AUTOSOMAL RECESSIVE, LEROY-SPRANGER TYPE"
http://purl.bioontology.org/ontology/OMIM/609195,"SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/609162,CZECH DYSPLASIA
http://purl.bioontology.org/ontology/OMIM/609033,POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA
http://purl.bioontology.org/ontology/OMIM/609029,EMANUEL SYNDROME
http://purl.bioontology.org/ontology/OMIM/609008,MARFANOID HABITUS WITH SITUS INVERSUS
http://purl.bioontology.org/ontology/OMIM/608940,SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY
http://purl.bioontology.org/ontology/OMIM/608811,"METAPHYSEAL UNDERMODELING, SPONDYLAR DYSPLASIA, AND OVERGROWTH"
http://purl.bioontology.org/ontology/OMIM/608703,SPINOCEREBELLAR ATAXIA 25
http://purl.bioontology.org/ontology/OMIM/608673,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2L"
http://purl.bioontology.org/ontology/OMIM/143095,SPONDYLOEPIPHYSEAL DYSPLASIA WITH CONGENITAL JOINT DISLOCATIONS
http://purl.bioontology.org/ontology/OMIM/600175,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, AUTOSOMAL DOMINANT 8"
http://purl.bioontology.org/ontology/OMIM/600000,SPONDYLOCAMPTODACTYLY
http://purl.bioontology.org/ontology/OMIM/310440,"MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY"
http://purl.bioontology.org/ontology/OMIM/608340,"CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A"
http://purl.bioontology.org/ontology/OMIM/608227,"CRANIOFACIAL ABNORMALITIES, CATARACTS, CONGENITAL HEART DISEASE, SACRAL NEURAL TUBE DEFECTS, AND GROWTH AND DEVELOPMENTAL RETARDATION"
http://purl.bioontology.org/ontology/OMIM/607812,CRANIOLENTICULOSUTURAL DYSPLASIA
http://purl.bioontology.org/ontology/OMIM/607684,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E"
http://purl.bioontology.org/ontology/OMIM/304950,"DYGGVE-MELCHIOR-CLAUSEN SYNDROME, X-LINKED"
http://purl.bioontology.org/ontology/OMIM/302802,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3"
http://purl.bioontology.org/ontology/OMIM/300518,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 82"
http://purl.bioontology.org/ontology/OMIM/300472,"CORPUS CALLOSUM, AGENESIS OF, WITH IMPAIRED INTELLECTUAL DEVELOPMENT, OCULAR COLOBOMA, AND MICROGNATHIA"
http://purl.bioontology.org/ontology/OMIM/300434,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, STOCCO DOS SANTOS TYPE"
http://purl.bioontology.org/ontology/OMIM/300280,URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME
http://purl.bioontology.org/ontology/OMIM/300232,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED, WITH HYPOMYELINATING LEUKODYSTROPHY"
http://purl.bioontology.org/ontology/OMIM/300166,"MICROPHTHALMIA, SYNDROMIC 2"
http://purl.bioontology.org/ontology/OMIM/607155,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 5"
http://purl.bioontology.org/ontology/OMIM/226900,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 4"
http://purl.bioontology.org/ontology/OMIM/606612,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 5"
http://purl.bioontology.org/ontology/OMIM/272430,CRISPONI/COLD-INDUCED SWEATING SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/271665,"SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE"
http://purl.bioontology.org/ontology/OMIM/271530,"BRACHYOLMIA TYPE 1, HOBAEK TYPE"
http://purl.bioontology.org/ontology/OMIM/271520,SPONDYLOCOSTAL DYSOSTOSIS WITH ANAL ATRESIA AND UROGENITAL ANOMALIES
http://purl.bioontology.org/ontology/OMIM/271270,SPINOCEREBELLAR ATAXIA WITH DYSMORPHISM
http://purl.bioontology.org/ontology/OMIM/259450,BRUCK SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/259440,"OSTEOGENESIS IMPERFECTA, TYPE IX"
http://purl.bioontology.org/ontology/OMIM/256850,"GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/256050,"ATELOSTEOGENESIS, TYPE II"
http://purl.bioontology.org/ontology/OMIM/255320,"CONGENITAL MYOPATHY 1B, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/255160,"CONGENITAL MYOPATHY 7B, MYOSIN STORAGE, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/254300,"MYASTHENIC SYNDROME, CONGENITAL, 10"
http://purl.bioontology.org/ontology/OMIM/254100,"MUSCULAR DYSTROPHY, CONGENITAL, WITH RAPID PROGRESSION"
http://purl.bioontology.org/ontology/OMIM/130720,LATERAL MENINGOCELE SYNDROME
http://purl.bioontology.org/ontology/OMIM/617821,"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 2"
http://purl.bioontology.org/ontology/OMIM/128230,"DYSTONIA, DOPA-RESPONSIVE"
http://purl.bioontology.org/ontology/OMIM/128100,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/610743,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8"
http://purl.bioontology.org/ontology/OMIM/610733,NOONAN SYNDROME 4
http://purl.bioontology.org/ontology/OMIM/610682,"OSTEOGENESIS IMPERFECTA, TYPE VII"
http://purl.bioontology.org/ontology/OMIM/606071,"HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC"
http://purl.bioontology.org/ontology/OMIM/605637,CONGENITAL MYOPATHY 6 WITH OPHTHALMOPLEGIA
http://purl.bioontology.org/ontology/OMIM/605285,"NEUROPATHY, HEREDITARY MOTOR AND SENSORY, RUSSE TYPE"
http://purl.bioontology.org/ontology/OMIM/252605,MUCOLIPIDOSIS III GAMMA
http://purl.bioontology.org/ontology/OMIM/250420,"METAPHYSEAL DYSOSTOSIS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND CONDUCTIVE DEAFNESS"
http://purl.bioontology.org/ontology/OMIM/250215,METAPHYSEAL ACROSCYPHODYSPLASIA
http://purl.bioontology.org/ontology/OMIM/307150,"HYPERTRICHOSIS, CONGENITAL GENERALIZED"
http://purl.bioontology.org/ontology/OMIM/235000,"HEMIHYPERPLASIA, ISOLATED"
http://purl.bioontology.org/ontology/OMIM/234250,HALL-RIGGS SYNDROME
http://purl.bioontology.org/ontology/OMIM/231970,"GLUTEAL MUSCLES, ABSENCE OF"
http://purl.bioontology.org/ontology/OMIM/222765,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 2"
http://purl.bioontology.org/ontology/OMIM/616580,AU-KLINE SYNDROME
http://purl.bioontology.org/ontology/OMIM/604308,MASS SYNDROME
http://purl.bioontology.org/ontology/OMIM/604187,"SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/214300,"KLIPPEL-FEIL SYNDROME 2, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/208920,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA"
http://purl.bioontology.org/ontology/OMIM/190351,"TRICHORHINOPHALANGEAL SYNDROME, TYPE III"
http://purl.bioontology.org/ontology/OMIM/187760,THORACOLARYNGOPELVIC DYSPLASIA
http://purl.bioontology.org/ontology/OMIM/118100,"KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/112350,WEISMANN-NETTER SYNDROME
